WigleWifi-1.4,appRelease=2.26,model=XT1254,release=6.0.1,device=quark,display=MCG24.251-5-5,board=APQ8084,brand=motorola
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
b4:5d:50:e2:ef:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,108,-80,43.13368889,-70.93277266,-1,4,WIFI
84:d4:7e:79:45:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,6,-82,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e5:1e:60,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,1,-80,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e5:1e:61,UNH-Public,[ESS],2018-02-20 16:19:15,1,-79,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e5:1e:62,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,1,-80,43.13368889,-70.93277266,-1,4,WIFI
84:d4:7e:79:45:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,6,-82,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e5:1e:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,11,-89,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e3:0f:60,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:15,11,-90,43.13368889,-70.93277266,-1,4,WIFI
84:d4:7e:79:45:c1,UNH-Public,[ESS],2018-02-20 16:19:15,6,-78,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e5:1e:e1,UNH-Public,[ESS],2018-02-20 16:19:15,11,-84,43.13368889,-70.93277266,-1,4,WIFI
b4:5d:50:e2:fe:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,100,-80,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:fe:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,100,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:fe:91,UNH-Public,[ESS],2018-02-20 16:19:45,100,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:19:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,108,-71,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:19:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,108,-68,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:1c:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,161,-77,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:18:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,149,-78,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:18:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,149,-78,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:1c:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,161,-78,43.13343995,-70.93242104,3,4,WIFI
40:e3:d6:50:4c:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,132,-79,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:79:45:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,36,-79,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:17:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,58,-80,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:79:45:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,36,-80,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:17:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,58,-80,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:72:3d:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,58,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:95:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,58,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:95:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,58,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:0f:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,48,-82,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:f2:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,52,-82,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:f2:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,52,-82,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:72:3d:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,58,-82,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:73:45:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,52,-82,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:72:2c:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,44,-82,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:72:2c:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,44,-82,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:19:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,1,-74,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:19:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,1,-74,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:73:45:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,52,-83,43.13343995,-70.93242104,3,4,WIFI
72:f0:87:8a:0c:02,iPhone,[WPA2-PSK-CCMP][ESS],2018-02-20 16:19:45,1,-82,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:18:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,1,-83,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:18:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,1,-89,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:f2:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:45,11,-91,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:19:31,UNH-Public,[ESS],2018-02-20 16:19:45,108,-68,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:1c:d1,UNH-Public,[ESS],2018-02-20 16:19:45,161,-78,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:18:91,UNH-Public,[ESS],2018-02-20 16:19:45,149,-79,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:79:45:d1,UNH-Public,[ESS],2018-02-20 16:19:45,36,-80,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:17:91,UNH-Public,[ESS],2018-02-20 16:19:45,58,-80,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:95:31,UNH-Public,[ESS],2018-02-20 16:19:45,58,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:c9:91,UNH-Public,[ESS],2018-02-20 16:19:45,100,-81,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:f2:51,UNH-Public,[ESS],2018-02-20 16:19:45,52,-82,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:72:3d:f1,UNH-Public,[ESS],2018-02-20 16:19:45,58,-82,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:72:2c:91,UNH-Public,[ESS],2018-02-20 16:19:45,44,-82,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:19:21,UNH-Public,[ESS],2018-02-20 16:19:45,1,-71,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:73:45:91,UNH-Public,[ESS],2018-02-20 16:19:45,52,-83,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:18:81,UNH-Public,[ESS],2018-02-20 16:19:45,1,-80,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:fe:81,UNH-Public,[ESS],2018-02-20 16:19:45,6,-85,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e3:95:e1,UNH-Public,[ESS],2018-02-20 16:19:45,1,-86,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e5:1d:c1,UNH-Public,[ESS],2018-02-20 16:19:45,1,-87,43.13343995,-70.93242104,3,4,WIFI
b4:5d:50:e2:f2:41,UNH-Public,[ESS],2018-02-20 16:19:45,11,-87,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:75:12:61,UNH-Public,[ESS],2018-02-20 16:19:45,1,-89,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:74:0a:81,UNH-Public,[ESS],2018-02-20 16:19:45,11,-90,43.13343995,-70.93242104,3,4,WIFI
84:d4:7e:74:0a:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:52,132,-77,43.13339865,-70.93235698,3,4,WIFI
84:d4:7e:74:0a:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:52,132,-78,43.13339865,-70.93235698,3,4,WIFI
b4:5d:50:e3:c9:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:52,100,-81,43.13339865,-70.93235698,3,4,WIFI
b4:5d:50:e3:c9:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:52,100,-81,43.13339865,-70.93235698,3,4,WIFI
b4:5d:50:e5:1d:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:52,1,-87,43.13339865,-70.93235698,3,4,WIFI
b4:5d:50:e5:1d:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:52,1,-87,43.13339865,-70.93235698,3,4,WIFI
84:d4:7e:74:0a:91,UNH-Public,[ESS],2018-02-20 16:19:52,132,-78,43.13339865,-70.93235698,3,4,WIFI
84:d4:7e:72:3d:e1,UNH-Public,[ESS],2018-02-20 16:19:52,1,-85,43.13339865,-70.93235698,3,4,WIFI
b4:5d:50:e3:20:21,UNH-Public,[ESS],2018-02-20 16:19:52,6,-88,43.13339865,-70.93235698,3,4,WIFI
84:d4:7e:74:0a:81,UNH-Public,[ESS],2018-02-20 16:19:58,11,-84,43.13336558,-70.93228673,-3,4,WIFI
b4:5d:50:e3:17:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:58,44,-82,43.13336558,-70.93228673,-3,4,WIFI
b4:5d:50:e3:17:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:58,44,-82,43.13336558,-70.93228673,-3,4,WIFI
84:d4:7e:74:0a:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:58,11,-86,43.13336558,-70.93228673,-3,4,WIFI
84:d4:7e:74:0a:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:19:58,11,-87,43.13336558,-70.93228673,-3,4,WIFI
b4:5d:50:e3:20:31,UNH-Public,[ESS],2018-02-20 16:19:58,132,-80,43.13336558,-70.93228673,-3,4,WIFI
b4:5d:50:e3:17:31,UNH-Public,[ESS],2018-02-20 16:19:58,44,-81,43.13336558,-70.93228673,-3,4,WIFI
84:d4:7e:76:18:01,UNH-Public,[ESS],2018-02-20 16:19:58,6,-88,43.13336558,-70.93228673,-3,4,WIFI
b4:5d:50:e3:1a:81,UNH-Public,[ESS],2018-02-20 16:19:58,6,-90,43.13336558,-70.93228673,-3,4,WIFI
84:d4:7e:72:ec:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:04,58,-82,43.13333418,-70.93223332,-6,3,WIFI
84:d4:7e:72:ec:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:04,58,-83,43.13333418,-70.93223332,-6,3,WIFI
84:d4:7e:72:ec:11,UNH-Public,[ESS],2018-02-20 16:20:04,58,-83,43.13333418,-70.93223332,-6,3,WIFI
84:d4:7e:73:45:81,UNH-Public,[ESS],2018-02-20 16:20:04,11,-87,43.13333418,-70.93223332,-6,3,WIFI
b4:5d:50:e3:20:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,132,-79,43.1331516,-70.93187122,-4,4,WIFI
b4:5d:50:e3:20:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,132,-80,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:76:15:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,153,-80,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:71:d8:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,161,-80,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:76:15:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,153,-80,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:76:18:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,108,-80,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:76:18:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,108,-81,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:71:d8:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,36,-82,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:71:d8:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,36,-83,43.1331516,-70.93187122,-4,4,WIFI
b4:5d:50:e3:18:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,1,-84,43.1331516,-70.93187122,-4,4,WIFI
b4:5d:50:e3:17:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,11,-87,43.1331516,-70.93187122,-4,4,WIFI
b4:5d:50:e3:17:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,11,-88,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:76:15:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:28,1,-88,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:76:18:11,UNH-Public,[ESS],2018-02-20 16:20:28,108,-81,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:71:d8:f1,UNH-Public,[ESS],2018-02-20 16:20:28,36,-82,43.1331516,-70.93187122,-4,4,WIFI
b4:5d:50:e3:17:81,UNH-Public,[ESS],2018-02-20 16:20:28,11,-85,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:71:d8:e1,UNH-Public,[ESS],2018-02-20 16:20:28,1,-88,43.1331516,-70.93187122,-4,4,WIFI
84:d4:7e:73:e7:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:32,108,-80,43.13314397,-70.93179585,-4,4,WIFI
84:d4:7e:73:e7:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:32,108,-80,43.13314397,-70.93179585,-4,4,WIFI
84:d4:7e:72:a5:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:32,52,-91,43.13314397,-70.93179585,-4,4,WIFI
b4:5d:50:e3:20:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:32,6,-84,43.13314397,-70.93179585,-4,4,WIFI
b4:5d:50:e3:20:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:32,6,-86,43.13314397,-70.93179585,-4,4,WIFI
78:f2:9e:65:43:88,HOME-A741-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:20:32,6,-89,43.13314397,-70.93179585,-4,4,WIFI
78:f2:9e:65:43:8b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:20:32,6,-89,43.13314397,-70.93179585,-4,4,WIFI
84:d4:7e:73:e7:31,UNH-Public,[ESS],2018-02-20 16:20:32,108,-80,43.13314397,-70.93179585,-4,4,WIFI
b4:5d:50:e3:1e:71,UNH-Public,[ESS],2018-02-20 16:20:32,52,-82,43.13314397,-70.93179585,-4,4,WIFI
b4:5d:50:e3:20:21,UNH-Public,[ESS],2018-02-20 16:20:32,6,-83,43.13314397,-70.93179585,-4,4,WIFI
84:d4:7e:73:0f:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:35,108,-77,43.13313749,-70.93174284,-4,4,WIFI
84:d4:7e:73:0f:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:35,108,-78,43.13313749,-70.93174284,-4,4,WIFI
40:e3:d6:50:4c:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:35,132,-80,43.13313749,-70.93174284,-4,4,WIFI
84:d4:7e:73:0f:91,UNH-Public,[ESS],2018-02-20 16:20:35,108,-77,43.13313749,-70.93174284,-4,4,WIFI
84:d4:7e:71:dd:91,UNH-Public,[ESS],2018-02-20 16:20:35,132,-81,43.13313749,-70.93174284,-4,4,WIFI
b4:5d:50:e3:c9:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:37,11,-87,43.13313721,-70.93170713,-3,4,WIFI
40:b0:34:aa:fe:c9,DIRECT-C8-HP OfficeJet 3830,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:20:37,6,-87,43.13313721,-70.93170713,-3,4,WIFI
b4:5d:50:e3:c9:81,UNH-Public,[ESS],2018-02-20 16:20:37,11,-85,43.13313721,-70.93170713,-3,4,WIFI
b4:5d:50:e3:1c:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:41,153,-80,43.13314897,-70.93165614,2,5,WIFI
b4:5d:50:e3:1c:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:41,153,-80,43.13314897,-70.93165614,2,5,WIFI
f4:30:b9:b1:af:18,DIRECT-17-HP ENVY 4510 series,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:20:41,11,-85,43.13314897,-70.93165614,2,5,WIFI
b4:5d:50:e3:1c:f1,UNH-Public,[ESS],2018-02-20 16:20:41,153,-80,43.13314897,-70.93165614,2,5,WIFI
40:e3:d6:50:4c:91,UNH-Public,[ESS],2018-02-20 16:20:41,132,-80,43.13314897,-70.93165614,2,5,WIFI
84:d4:7e:73:43:f1,UNH-Public,[ESS],2018-02-20 16:20:41,44,-89,43.13314897,-70.93165614,2,5,WIFI
f4:30:b9:b1:af:18,DIRECT-17-HP ENVY 4510 series,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:20:45,11,-78,43.13314142,-70.93159559,4,6,WIFI
40:e3:d6:53:80:41,UNH-Public,[ESS],2018-02-20 16:20:45,1,-90,43.13314142,-70.93159559,4,6,WIFI
b4:5d:50:e4:51:b2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:49,52,-82,43.13311893,-70.93151291,5,6,WIFI
b4:5d:50:e4:51:b0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:49,52,-83,43.13311893,-70.93151291,5,6,WIFI
84:d4:7e:73:e7:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:49,11,-87,43.13311893,-70.93151291,5,6,WIFI
84:d4:7e:73:e7:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:49,11,-87,43.13311893,-70.93151291,5,6,WIFI
40:e3:d6:53:89:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:49,1,-91,43.13311893,-70.93151291,5,6,WIFI
b4:5d:50:e4:51:b1,UNH-Public,[ESS],2018-02-20 16:20:49,52,-83,43.13311893,-70.93151291,5,6,WIFI
08:ed:b9:56:5b:7c,HP-Print-7C-LaserJet 1102,[ESS],2018-02-20 16:20:49,6,-86,43.13311893,-70.93151291,5,6,WIFI
84:d4:7e:71:dd:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:53,132,-79,43.13309547,-70.93145812,1,4,WIFI
84:d4:7e:71:dd:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:53,132,-79,43.13309547,-70.93145812,1,4,WIFI
84:d4:7e:75:81:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:53,5580,-79,43.13309547,-70.93145812,1,4,WIFI
40:e3:d6:53:55:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:53,52,-83,43.13309547,-70.93145812,1,4,WIFI
40:e3:d6:53:55:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:53,52,-90,43.13309547,-70.93145812,1,4,WIFI
84:d4:7e:75:81:51,UNH-Public,[ESS],2018-02-20 16:20:53,5580,-80,43.13309547,-70.93145812,1,4,WIFI
40:e3:d6:53:55:51,UNH-Public,[ESS],2018-02-20 16:20:53,52,-90,43.13309547,-70.93145812,1,4,WIFI
40:e3:d6:53:59:61,UNH-Public,[ESS],2018-02-20 16:20:53,6,-87,43.13309547,-70.93145812,1,4,WIFI
40:e3:d6:53:55:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:57,52,-83,43.13304066,-70.93143826,-1,4,WIFI
40:e3:d6:53:55:51,UNH-Public,[ESS],2018-02-20 16:20:57,52,-83,43.13304066,-70.93143826,-1,4,WIFI
84:d4:7e:72:a5:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:57,52,-82,43.13304066,-70.93143826,-1,4,WIFI
84:d4:7e:72:a5:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:20:57,52,-82,43.13304066,-70.93143826,-1,4,WIFI
2c:59:e5:b6:a4:e8,HP-Print-E8-Photosmart 5520,[WPA2-PSK-CCMP][ESS],2018-02-20 16:20:57,6,-94,43.13304066,-70.93143826,-1,4,WIFI
84:d4:7e:72:a5:f1,UNH-Public,[ESS],2018-02-20 16:20:57,52,-82,43.13304066,-70.93143826,-1,4,WIFI
84:d4:7e:71:d9:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,108,-80,43.13299918,-70.93147901,2,4,WIFI
b4:5d:50:e3:16:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,36,-88,43.13299918,-70.93147901,2,4,WIFI
84:d4:7e:71:d9:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,108,-89,43.13299918,-70.93147901,2,4,WIFI
b4:5d:50:e3:1c:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,1,-83,43.13299918,-70.93147901,2,4,WIFI
b4:5d:50:e3:1c:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,1,-84,43.13299918,-70.93147901,2,4,WIFI
84:d4:7e:71:d9:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,11,-87,43.13299918,-70.93147901,2,4,WIFI
84:d4:7e:71:d9:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:01,11,-87,43.13299918,-70.93147901,2,4,WIFI
84:d4:7e:71:d9:d1,UNH-Public,[ESS],2018-02-20 16:21:01,108,-88,43.13299918,-70.93147901,2,4,WIFI
b4:5d:50:e3:16:51,UNH-Public,[ESS],2018-02-20 16:21:01,36,-89,43.13299918,-70.93147901,2,4,WIFI
b4:5d:50:e3:1c:e1,UNH-Public,[ESS],2018-02-20 16:21:01,1,-85,43.13299918,-70.93147901,2,4,WIFI
84:d4:7e:72:a5:e1,UNH-Public,[ESS],2018-02-20 16:21:01,6,-85,43.13299918,-70.93147901,2,4,WIFI
84:d4:7e:71:d9:c1,UNH-Public,[ESS],2018-02-20 16:21:01,11,-87,43.13299918,-70.93147901,2,4,WIFI
b4:5d:50:e3:16:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:11,36,-80,43.13290481,-70.93153738,-3,5,WIFI
84:d4:7e:71:d9:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:11,108,-83,43.13290481,-70.93153738,-3,5,WIFI
b4:5d:50:e3:16:51,UNH-Public,[ESS],2018-02-20 16:21:11,36,-81,43.13290481,-70.93153738,-3,5,WIFI
b4:5d:50:e3:16:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:11,36,-81,43.13290481,-70.93153738,-3,5,WIFI
b4:5d:50:e4:f5:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:11,58,-83,43.13290481,-70.93153738,-3,5,WIFI
b4:5d:50:e4:f5:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:11,58,-84,43.13290481,-70.93153738,-3,5,WIFI
b4:5d:50:e4:f5:31,UNH-Public,[ESS],2018-02-20 16:21:11,58,-86,43.13290481,-70.93153738,-3,5,WIFI
84:d4:7e:71:dd:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:23,11,-86,43.13278992,-70.93157739,-1,3,WIFI
84:d4:7e:73:0f:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:23,6,-86,43.13278992,-70.93157739,-1,3,WIFI
b4:5d:50:e3:1a:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:23,6,-86,43.13278992,-70.93157739,-1,3,WIFI
84:d4:7e:71:dd:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:23,11,-87,43.13278992,-70.93157739,-1,3,WIFI
84:d4:7e:73:0f:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:23,6,-87,43.13278992,-70.93157739,-1,3,WIFI
78:f2:9e:65:43:8d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:21:23,6,-88,43.13278992,-70.93157739,-1,3,WIFI
78:f2:9e:65:43:8e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:21:23,6,-91,43.13278992,-70.93157739,-1,3,WIFI
b4:5d:50:e3:1c:e1,UNH-Public,[ESS],2018-02-20 16:21:23,1,-80,43.13278992,-70.93157739,-1,3,WIFI
b4:5d:50:e3:1a:81,UNH-Public,[ESS],2018-02-20 16:21:23,6,-82,43.13278992,-70.93157739,-1,3,WIFI
84:d4:7e:73:0f:81,UNH-Public,[ESS],2018-02-20 16:21:23,6,-87,43.13278992,-70.93157739,-1,3,WIFI
78:f2:9e:65:43:8a,xfinitywifi,[ESS],2018-02-20 16:21:23,6,-90,43.13278992,-70.93157739,-1,3,WIFI
84:d4:7e:72:35:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:29,100,-80,43.13272098,-70.93161707,-1,3,WIFI
84:d4:7e:71:d9:d1,UNH-Public,[ESS],2018-02-20 16:21:29,108,-81,43.13272098,-70.93161707,-1,3,WIFI
b4:5d:50:e4:f5:31,UNH-Public,[ESS],2018-02-20 16:21:29,58,-81,43.13272098,-70.93161707,-1,3,WIFI
