WigleWifi-1.4,appRelease=2.26,model=XT1254,release=6.0.1,device=quark,display=MCG24.251-5-5,board=APQ8084,brand=motorola
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
84:d4:7e:71:dd:81,UNH-Public,[ESS],2018-02-20 16:21:29,11,-86,43.13272098,-70.93161707,-1,3,WIFI
b4:5d:50:e3:1c:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:35,1,-72,43.13267893,-70.93167744,-3,4,WIFI
84:d4:7e:72:35:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:35,100,-91,43.13267893,-70.93167744,-3,4,WIFI
84:d4:7e:71:dd:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,132,-70,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:71:dd:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,132,-70,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:71:dd:91,UNH-Public,[ESS],2018-02-20 16:21:47,132,-71,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e2:ef:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,161,-79,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e3:1c:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,1,-72,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e3:1a:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,58,-86,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e3:1a:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,58,-86,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:73:0f:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,6,-76,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:73:0f:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,6,-76,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:ef:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,48,-89,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:ef:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,48,-89,43.13256917,-70.93178136,-4,4,WIFI
56:13:79:0b:5b:c9,DIRECT-c9-HP IA M227f LaserJet,[WPA2-PSK-CCMP][ESS],2018-02-20 16:21:47,6,-80,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:71:dd:82,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,11,-81,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:f5:20,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,6,-87,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:72:35:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,6,-88,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:f5:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,6,-88,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:ef:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,11,-88,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:ef:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:47,11,-89,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e3:1c:e1,UNH-Public,[ESS],2018-02-20 16:21:47,1,-73,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e3:1a:71,UNH-Public,[ESS],2018-02-20 16:21:47,58,-85,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:73:0f:81,UNH-Public,[ESS],2018-02-20 16:21:47,6,-79,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:ef:d1,UNH-Public,[ESS],2018-02-20 16:21:47,48,-90,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:72:35:31,UNH-Public,[ESS],2018-02-20 16:21:47,100,-90,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:72:35:21,UNH-Public,[ESS],2018-02-20 16:21:47,6,-85,43.13256917,-70.93178136,-4,4,WIFI
b4:5d:50:e4:f5:21,UNH-Public,[ESS],2018-02-20 16:21:47,6,-87,43.13256917,-70.93178136,-4,4,WIFI
84:d4:7e:72:35:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,100,-80,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e3:1a:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,58,-80,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e3:1a:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,58,-79,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e3:1a:71,UNH-Public,[ESS],2018-02-20 16:21:53,58,-79,43.13250314,-70.93183413,-5,4,WIFI
84:d4:7e:72:35:31,UNH-Public,[ESS],2018-02-20 16:21:53,100,-79,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e5:03:b2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,5580,-80,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e5:03:b0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,5580,-81,43.13250314,-70.93183413,-5,4,WIFI
84:d4:7e:71:dd:80,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,11,-79,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e2:ef:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:21:53,1,-83,43.13250314,-70.93183413,-5,4,WIFI
b4:5d:50:e5:03:b1,UNH-Public,[ESS],2018-02-20 16:21:53,5580,-81,43.13250314,-70.93183413,-5,4,WIFI
84:d4:7e:71:dd:81,UNH-Public,[ESS],2018-02-20 16:21:53,11,-78,43.13250314,-70.93183413,-5,4,WIFI
40:e3:d6:54:4e:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:22:09,58,-81,43.13231226,-70.93185503,-5,4,WIFI
40:e3:d6:54:4e:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:22:09,58,-81,43.13231226,-70.93185503,-5,4,WIFI
40:e3:d6:54:4e:d1,UNH-Public,[ESS],2018-02-20 16:22:09,58,-81,43.13231226,-70.93185503,-5,4,WIFI
b4:5d:50:e3:1a:61,UNH-Public,[ESS],2018-02-20 16:22:09,6,-86,43.13231226,-70.93185503,-5,4,WIFI
58:ef:68:94:f2:aa,JKING,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:22:29,1,-89,43.13216866,-70.9316053,-2,4,WIFI
74:85:2a:cd:83:f6,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:22:33,6,-93,43.13215041,-70.93159297,-1,4,WIFI
8c:0f:6f:03:1a:a6,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:22:33,11,-94,43.13215041,-70.93159297,-1,4,WIFI
8c:0f:6f:03:1a:a5,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:22:33,11,-94,43.13215041,-70.93159297,-1,4,WIFI
96:0f:6f:02:d3:70,xfinitywifi,[ESS],2018-02-20 16:22:33,1,-91,43.13215041,-70.93159297,-1,4,WIFI
b4:5d:50:e4:ef:d0,eduroam,[WPA2-EAP-CCMP][ESS],1969-12-31 19:00:00,48,-82,43.1321490411111,-70.9315657477778,0,1.42725729942322,WIFI
b4:5d:50:e4:ef:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],1969-12-31 19:00:00,48,-83,43.1321490411111,-70.9315657477778,0,1.42725729942322,WIFI
b4:5d:50:e4:ef:d1,UNH-Public,[ESS],1969-12-31 19:00:00,48,-83,43.1321490411111,-70.9315657477778,0,1.42725729942322,WIFI
b4:5d:50:e4:f5:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],1969-12-31 19:00:00,58,-79,43.13215041,-70.93159297,0,1.42725729942322,WIFI
b4:5d:50:e3:1c:f1,UNH-Public,[ESS],2018-02-20 16:23:25,153,-89,43.13214819,-70.93161538,-3,4,WIFI
b4:5d:50:e4:f5:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:23:54,58,-79,43.13218491,-70.93151995,-8,3,WIFI
b4:5d:50:e2:ef:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:23:54,161,-79,43.13218491,-70.93151995,-8,3,WIFI
b4:5d:50:e4:f5:30,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:23:56,58,-78,43.13220707,-70.93149301,-8,4,WIFI
84:d4:7e:6c:71:01,UNH-Public,[ESS],2018-02-20 16:23:56,11,-89,43.13220707,-70.93149301,-8,4,WIFI
b4:5d:50:e4:ef:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:22,48,-82,43.13239861,-70.93113516,-5,3,WIFI
98:e7:f4:c9:76:b8,DIRECT-B5-HP Taylor,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:24:22,6,-87,43.13239861,-70.93113516,-5,3,WIFI
b4:5d:50:05:e5:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:22,11,-89,43.13239861,-70.93113516,-5,3,WIFI
f8:8e:85:7c:0b:f1,Swift,[WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:24:22,1,-90,43.13239861,-70.93113516,-5,3,WIFI
b4:5d:50:e5:03:a1,UNH-Public,[ESS],2018-02-20 16:24:22,11,-93,43.13239861,-70.93113516,-5,3,WIFI
78:f2:9e:65:43:8e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:24:35,6,-84,43.13248847,-70.93092519,-7,6,WIFI
78:f2:9e:65:43:8a,xfinitywifi,[ESS],2018-02-20 16:24:35,6,-84,43.13248847,-70.93092519,-7,6,WIFI
78:f2:9e:65:43:88,HOME-A741-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:24:35,6,-81,43.13248847,-70.93092519,-7,6,WIFI
76:03:bd:14:5d:81,Friendship-Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:24:35,11,-87,43.13248847,-70.93092519,-7,6,WIFI
74:03:bd:14:5d:80,Friendship,[WPA2-PSK-CCMP][ESS],2018-02-20 16:24:35,11,-90,43.13248847,-70.93092519,-7,6,WIFI
fa:8f:ca:87:a3:d4,Maddie?s Room Speaker.o,[ESS],2018-02-20 16:24:35,6,-87,43.13248847,-70.93092519,-7,6,WIFI
84:d4:7e:6c:89:41,UNH-Public,[ESS],2018-02-20 16:24:35,11,-89,43.13248847,-70.93092519,-7,6,WIFI
84:d4:7e:61:e1:a1,UNH-Public,[ESS],2018-02-20 16:24:35,1,-90,43.13248847,-70.93092519,-7,6,WIFI
84:d4:7e:62:2d:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:35,36,-86,43.13248847,-70.93092519,-7,6,WIFI
84:d4:7e:62:2d:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:35,36,-87,43.13248847,-70.93092519,-7,6,WIFI
78:f2:9e:65:43:8d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:24:35,6,-81,43.13248847,-70.93092519,-7,6,WIFI
84:d4:7e:62:2d:d1,UNH-Public,[ESS],2018-02-20 16:24:35,36,-87,43.13248847,-70.93092519,-7,6,WIFI
84:d4:7e:62:2d:c1,UNH-Public,[ESS],2018-02-20 16:24:35,6,-88,43.13248847,-70.93092519,-7,6,WIFI
78:f2:9e:65:43:8e,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:24:39,6,-77,43.13248624,-70.93087642,-7,5,WIFI
78:f2:9e:65:43:8d,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],2018-02-20 16:24:39,6,-76,43.13248624,-70.93087642,-7,5,WIFI
b4:5d:50:05:e5:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,100,-78,43.13248624,-70.93087642,-7,5,WIFI
b4:5d:50:05:e5:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,100,-80,43.13248624,-70.93087642,-7,5,WIFI
84:d4:7e:61:e6:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,52,-81,43.13248624,-70.93087642,-7,5,WIFI
84:d4:7e:61:e6:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,52,-81,43.13248624,-70.93087642,-7,5,WIFI
b4:5d:50:05:e5:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,11,-89,43.13248624,-70.93087642,-7,5,WIFI
84:d4:7e:6c:2f:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,1,-90,43.13248624,-70.93087642,-7,5,WIFI
84:d4:7e:6c:2f:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:39,1,-90,43.13248624,-70.93087642,-7,5,WIFI
b4:5d:50:05:e5:f1,UNH-Public,[ESS],2018-02-20 16:24:39,100,-79,43.13248624,-70.93087642,-7,5,WIFI
84:d4:7e:61:e6:51,UNH-Public,[ESS],2018-02-20 16:24:39,52,-81,43.13248624,-70.93087642,-7,5,WIFI
84:d4:7e:6c:2f:c1,UNH-Public,[ESS],2018-02-20 16:24:39,1,-89,43.13248624,-70.93087642,-7,5,WIFI
78:f2:9e:65:43:8a,xfinitywifi,[ESS],2018-02-20 16:24:51,6,-76,43.13257677,-70.93068548,-4,4,WIFI
78:f2:9e:65:43:88,HOME-A741-2.4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:24:51,6,-74,43.13257677,-70.93068548,-4,4,WIFI
78:f2:9e:65:43:8b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:24:51,6,-74,43.13257677,-70.93068548,-4,4,WIFI
84:d4:7e:62:2d:c0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:51,6,-81,43.13257677,-70.93068548,-4,4,WIFI
84:d4:7e:62:2d:c2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:51,6,-81,43.13257677,-70.93068548,-4,4,WIFI
74:03:bd:14:5d:80,Friendship,[WPA2-PSK-CCMP][ESS],2018-02-20 16:24:51,11,-82,43.13257677,-70.93068548,-4,4,WIFI
76:03:bd:14:5d:81,Friendship-Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2018-02-20 16:24:51,11,-82,43.13257677,-70.93068548,-4,4,WIFI
f8:7b:8c:5c:ac:4e,getyourown,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2018-02-20 16:24:51,1,-93,43.13257677,-70.93068548,-4,4,WIFI
84:d4:7e:62:2d:c1,UNH-Public,[ESS],2018-02-20 16:24:51,6,-77,43.13257677,-70.93068548,-4,4,WIFI
84:d4:7e:62:2d:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,36,-74,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:6f:61:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,5580,-79,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:6f:61:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,5580,-80,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:6c:b5:32,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,52,-82,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:61:e4:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,58,-82,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:61:e6:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,1,-87,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:61:e6:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,1,-87,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:6c:89:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,11,-88,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:6c:89:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:24:58,11,-89,43.13263482,-70.93062881,-8,4,WIFI
62:45:b6:0d:40:3c,,[WEP][ESS],2018-02-20 16:24:58,153,-81,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:6f:61:11,UNH-Public,[ESS],2018-02-20 16:24:58,5580,-80,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:61:e4:71,UNH-Public,[ESS],2018-02-20 16:24:58,58,-81,43.13263482,-70.93062881,-8,4,WIFI
84:d4:7e:61:e6:41,UNH-Public,[ESS],2018-02-20 16:24:58,1,-82,43.13263482,-70.93062881,-8,4,WIFI
b4:5d:50:05:e5:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:04,100,-73,43.13267182,-70.93058856,-7,4,WIFI
b4:5d:50:05:e5:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:04,100,-75,43.13267182,-70.93058856,-7,4,WIFI
b4:5d:50:05:e5:f1,UNH-Public,[ESS],2018-02-20 16:25:04,100,-74,43.13267182,-70.93058856,-7,4,WIFI
84:d4:7e:6c:89:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:04,108,-81,43.13267182,-70.93058856,-7,4,WIFI
b4:5d:50:05:e5:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:04,11,-75,43.13267182,-70.93058856,-7,4,WIFI
84:d4:7e:6c:89:51,UNH-Public,[ESS],2018-02-20 16:25:04,108,-81,43.13267182,-70.93058856,-7,4,WIFI
84:d4:7e:61:e4:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,58,-80,43.13280333,-70.93052876,-5,5,WIFI
40:e3:d6:64:45:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,108,-81,43.13280333,-70.93052876,-5,5,WIFI
40:e3:d6:64:45:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,108,-81,43.13280333,-70.93052876,-5,5,WIFI
84:d4:7e:61:ec:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,40,-82,43.13280333,-70.93052876,-5,5,WIFI
b4:5d:50:05:e5:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,11,-74,43.13280333,-70.93052876,-5,5,WIFI
84:d4:7e:61:ec:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,40,-83,43.13280333,-70.93052876,-5,5,WIFI
ec:8e:b5:f6:4c:12,DIRECT-10-HP ENVY 4520 series,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:25:15,6,-85,43.13280333,-70.93052876,-5,5,WIFI
b4:5d:50:05:e0:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:15,11,-89,43.13280333,-70.93052876,-5,5,WIFI
40:e3:d6:64:45:51,UNH-Public,[ESS],2018-02-20 16:25:15,108,-80,43.13280333,-70.93052876,-5,5,WIFI
84:d4:7e:61:ec:11,UNH-Public,[ESS],2018-02-20 16:25:15,40,-82,43.13280333,-70.93052876,-5,5,WIFI
b4:5d:50:05:e5:e1,UNH-Public,[ESS],2018-02-20 16:25:15,11,-75,43.13280333,-70.93052876,-5,5,WIFI
b4:5d:50:05:e5:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,11,-70,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:53:8e:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,58,-81,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:53:8e:72,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,58,-81,43.13282948,-70.93048945,-6,5,WIFI
84:d4:7e:62:77:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,132,-81,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:54:1d:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,149,-89,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:54:1d:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,149,-89,43.13282948,-70.93048945,-6,5,WIFI
46:d2:44:84:98:db,DIRECT-448418DB,[WPA2-PSK-CCMP][WPS][ESS],2018-02-20 16:25:19,6,-84,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:54:1d:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,1,-85,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:54:1d:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,1,-85,43.13282948,-70.93048945,-6,5,WIFI
84:d4:7e:6f:61:00,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,1,-85,43.13282948,-70.93048945,-6,5,WIFI
84:d4:7e:6f:61:02,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,1,-86,43.13282948,-70.93048945,-6,5,WIFI
a8:bd:27:34:2d:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,6,-87,43.13282948,-70.93048945,-6,5,WIFI
a8:bd:27:34:2d:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:19,6,-89,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:53:8e:71,UNH-Public,[ESS],2018-02-20 16:25:19,58,-83,43.13282948,-70.93048945,-6,5,WIFI
84:d4:7e:6f:61:01,UNH-Public,[ESS],2018-02-20 16:25:19,1,-84,43.13282948,-70.93048945,-6,5,WIFI
40:e3:d6:54:1d:41,UNH-Public,[ESS],2018-02-20 16:25:19,1,-85,43.13282948,-70.93048945,-6,5,WIFI
a8:bd:27:34:2d:41,UNH-Public,[ESS],2018-02-20 16:25:19,6,-89,43.13282948,-70.93048945,-6,5,WIFI
b4:5d:50:05:e5:f0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,100,-57,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e5:f2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,100,-55,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e5:f1,UNH-Public,[ESS],2018-02-20 16:25:25,100,-57,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e5:e2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,11,-61,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e5:e0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,11,-62,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e5:e1,UNH-Public,[ESS],2018-02-20 16:25:25,11,-63,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e0:50,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,44,-81,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e0:52,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,44,-82,43.1328925,-70.93043778,-3,4,WIFI
40:e3:d6:64:45:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,6,-83,43.1328925,-70.93043778,-3,4,WIFI
84:d4:7e:6c:7e:22,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,11,-83,43.1328925,-70.93043778,-3,4,WIFI
40:e3:d6:64:45:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:25,6,-84,43.1328925,-70.93043778,-3,4,WIFI
b4:5d:50:05:e0:51,UNH-Public,[ESS],2018-02-20 16:25:25,44,-80,43.1328925,-70.93043778,-3,4,WIFI
40:e3:d6:64:45:41,UNH-Public,[ESS],2018-02-20 16:25:25,6,-80,43.1328925,-70.93043778,-3,4,WIFI
84:d4:7e:6c:7e:21,UNH-Public,[ESS],2018-02-20 16:25:25,11,-82,43.1328925,-70.93043778,-3,4,WIFI
84:d4:7e:61:e0:d2,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:33,132,-81,43.13296621,-70.93037828,-5,4,WIFI
84:d4:7e:61:e0:d0,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:33,132,-82,43.13296621,-70.93037828,-5,4,WIFI
b4:5d:50:05:e0:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:33,11,-84,43.13296621,-70.93037828,-5,4,WIFI
b4:5d:50:05:e0:42,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:33,11,-84,43.13296621,-70.93037828,-5,4,WIFI
84:d4:7e:62:30:12,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:48,48,-81,43.13310299,-70.93023371,-7,3,WIFI
84:d4:7e:61:e0:90,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:48,157,-87,43.13310299,-70.93023371,-7,3,WIFI
84:d4:7e:61:e0:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:48,157,-88,43.13310299,-70.93023371,-7,3,WIFI
84:d4:7e:61:e0:91,UNH-Public,[ESS],2018-02-20 16:25:48,157,-87,43.13310299,-70.93023371,-7,3,WIFI
84:d4:7e:61:e0:81,UNH-Public,[ESS],2018-02-20 16:25:48,1,-89,43.13310299,-70.93023371,-7,3,WIFI
84:d4:7e:61:e4:70,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,58,-76,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:61:e0:92,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,157,-78,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:62:30:10,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,48,-80,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:61:e4:60,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,11,-83,43.13317579,-70.93017442,-7,4,WIFI
84:d4:7e:61:e4:62,UNH-Secure,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,11,-84,43.13317579,-70.93017442,-7,4,WIFI
40:e3:d6:67:c3:40,eduroam,[WPA2-EAP-CCMP][ESS],2018-02-20 16:25:54,11,-85,43.13317579,-70.93017442,-7,4,WIFI
