Latitude,Longitude,MAC
43.13653748666667,-70.93380645666667,b4:5d:50:e4:f8:12
43.13653784500001,-70.93380637,b4:5d:50:e4:f8:10
43.13653748666667,-70.93380645666667,b4:5d:50:e4:aa:d0
43.136537645000004,-70.93380634,b4:5d:50:e4:ab:82
43.136537645000004,-70.93380634,b4:5d:50:e4:ab:80
43.13653765000001,-70.9338059425,b4:5d:50:e4:f3:80
43.13653758666667,-70.93380607666667,b4:5d:50:d1:78:30
43.13653766,-70.933806375,b4:5d:50:e4:ab:91
43.13653766,-70.933806375,b4:5d:50:d1:78:31
43.13653748666667,-70.93380645666667,b4:5d:50:e4:aa:d1
43.13653785,-70.9338072,b4:5d:50:e4:ab:81
43.13653765000001,-70.9338059425,b4:5d:50:e4:f3:81
43.13653772,-70.93380609666667,b4:5d:50:e4:f8:01
43.13653744,-70.93380548,b4:5d:50:e4:87:50
43.13653744,-70.93380548,b4:5d:50:e4:87:52
43.136537583333336,-70.93380552333333,b4:5d:50:e4:fb:f2
43.13653764,-70.93380551,b4:5d:50:e4:fb:f0
43.13653764,-70.93380551,b4:5d:50:e4:f1:52
43.13653764,-70.93380551,b4:5d:50:e4:f1:50
43.13653744,-70.93380548,b4:5d:50:e3:0c:d0
43.13653744,-70.93380548,b4:5d:50:e3:0c:d2
43.13653744,-70.93380548,b4:5d:50:e4:af:00
43.13653744,-70.93380548,b4:5d:50:e4:af:02
43.136532855,-70.93380627,b4:5d:50:e4:87:40
43.13653764,-70.93380551,b4:5d:50:e4:fb:f1
43.13653764,-70.93380551,b4:5d:50:e4:f8:11
43.13653744,-70.93380548,b4:5d:50:e4:87:51
43.13653764,-70.93380551,b4:5d:50:e4:f1:51
43.13653744,-70.93380548,b4:5d:50:e3:0c:d1
43.13653735,-70.93380588333333,b4:5d:50:e4:aa:c1
43.13653744,-70.93380548,b4:5d:50:e3:11:c1
43.13653729,-70.93380605,b4:5d:50:d1:75:a1
43.13653747,-70.93380555,b4:5d:50:d1:75:b0
43.136537655,-70.933805545,b4:5d:50:d1:75:b2
43.13653747,-70.93380555,b4:5d:50:d1:5f:10
43.13653747,-70.93380555,b4:5d:50:d1:5f:12
43.136537305000004,-70.933806085,b4:5d:50:e4:aa:c2
43.136537483333335,-70.93380590333334,b4:5d:50:e4:aa:c0
43.136537305000004,-70.933806085,b4:5d:50:e4:f1:f0
43.136537483333335,-70.93380590333334,b4:5d:50:e4:f1:f2
43.13653747,-70.93380555,b4:5d:50:e4:87:42
43.136537305000004,-70.933806085,b4:5d:50:e4:f8:02
43.136532869999996,-70.933806305,b4:5d:50:e4:f1:42
43.136537305000004,-70.933806085,b4:5d:50:e4:f8:00
43.136537305000004,-70.933806085,b4:5d:50:d1:75:a2
43.13653747,-70.93380555,b4:5d:50:d1:5f:00
43.136537655,-70.933805545,b4:5d:50:d1:75:b1
43.13653747,-70.93380555,b4:5d:50:d1:5f:11
43.136532869999996,-70.933806305,b4:5d:50:e4:f1:41
43.136537305000004,-70.933806085,b4:5d:50:e4:f1:f1
43.13653747,-70.93380555,b4:5d:50:d1:5f:01
43.136532869999996,-70.933806305,b4:5d:50:e4:f1:e1
43.13653784,-70.93380554,b4:5d:50:d1:33:d0
43.13653784,-70.93380554,b4:5d:50:d1:33:d2
43.13653784,-70.93380554,b4:5d:50:d1:78:22
43.13653784,-70.93380554,b4:5d:50:d1:2e:60
43.13653784,-70.93380554,b4:5d:50:d1:2e:62
43.13653784,-70.93380554,b4:5d:50:d1:33:d1
43.13653714,-70.93380662,b4:5d:50:e4:f1:e2
43.13653714,-70.93380662,b4:5d:50:e4:f1:e0
43.13653714,-70.93380662,b4:5d:50:d1:75:a0
43.13653714,-70.93380662,b4:5d:50:d1:1f:40
43.13653714,-70.93380662,b4:5d:50:d1:1f:42
43.13653714,-70.93380662,b4:5d:50:e3:0c:c2
43.13653714,-70.93380662,b4:5d:50:e3:11:c0
43.13653714,-70.93380662,b4:5d:50:d1:33:c2
43.13653714,-70.93380662,b4:5d:50:e3:0c:c1
43.13653714,-70.93380662,b4:5d:50:d1:78:21
43.13653714,-70.93380662,b4:5d:50:d1:33:c1
43.13652827,-70.93380706,b4:5d:50:e4:fb:e2
43.13652827,-70.93380706,b4:5d:50:e4:87:41
43.13621413,-70.93411939,84:d4:7e:71:e1:32
43.13621413,-70.93411939,84:d4:7e:79:0d:10
43.13621413,-70.93411939,84:d4:7e:79:0d:12
43.13621413,-70.93411939,b4:5d:50:d9:e8:32
43.13621413,-70.93411939,84:d4:7e:71:e1:30
43.13621413,-70.93411939,b4:5d:50:d1:78:72
43.13621413,-70.93411939,b4:5d:50:d1:78:70
43.13621413,-70.93411939,84:d4:7e:79:0d:02
43.13621413,-70.93411939,84:d4:7e:79:0d:00
43.13621413,-70.93411939,84:d4:7e:79:0d:11
43.13621413,-70.93411939,84:d4:7e:71:e1:31
43.13621413,-70.93411939,b4:5d:50:d1:78:71
43.1360401,-70.93430896,b4:5d:50:d9:3e:30
43.1360401,-70.93430896,b4:5d:50:d9:3e:32
43.1360401,-70.93430896,b4:5d:50:d9:e8:30
43.1360401,-70.93430896,b4:5d:50:d1:7b:32
43.1360401,-70.93430896,b4:5d:50:d1:26:10
43.1360401,-70.93430896,84:d4:7e:72:63:70
43.1360401,-70.93430896,84:d4:7e:72:63:72
43.1360401,-70.93430896,b4:5d:50:d1:26:12
43.1360401,-70.93430896,b4:5d:50:d1:7b:30
43.1360401,-70.93430896,b4:5d:50:d9:a5:02
43.1360401,-70.93430896,b4:5d:50:d9:a5:00
43.1360401,-70.93430896,84:d4:7e:72:63:60
43.1360401,-70.93430896,b4:5d:50:d9:3e:22
43.1360401,-70.93430896,84:d4:7e:71:e1:22
43.1360401,-70.93430896,84:d4:7e:71:e1:20
43.1360401,-70.93430896,84:d4:7e:76:1e:80
43.1360401,-70.93430896,84:d4:7e:72:63:62
43.1360401,-70.93430896,84:d4:7e:76:1e:82
43.1360401,-70.93430896,b4:5d:50:d9:3e:20
43.1360401,-70.93430896,b4:5d:50:d1:7b:22
43.1360401,-70.93430896,b4:5d:50:d1:78:62
43.1360401,-70.93430896,b4:5d:50:d1:78:60
43.1360401,-70.93430896,b4:5d:50:d1:7b:20
43.1360401,-70.93430896,b4:5d:50:d9:e8:20
43.1360401,-70.93430896,b4:5d:50:d9:e8:22
43.1360401,-70.93430896,b4:5d:50:d9:3e:31
43.1360401,-70.93430896,b4:5d:50:d9:e8:31
43.1360401,-70.93430896,b4:5d:50:d9:a5:01
43.1360401,-70.93430896,84:d4:7e:72:63:71
43.1360401,-70.93430896,b4:5d:50:d1:7b:31
43.1360401,-70.93430896,b4:5d:50:d9:3e:21
43.136019435,-70.93433949,b4:5d:50:d1:26:11
43.1360401,-70.93430896,84:d4:7e:76:1e:81
43.1360401,-70.93430896,b4:5d:50:d1:78:61
43.1360401,-70.93430896,84:d4:7e:71:e1:21
43.1360401,-70.93430896,84:d4:7e:79:0d:01
43.1360401,-70.93430896,b4:5d:50:d1:26:01
43.13599877,-70.93437002,b4:5d:50:d1:7b:21
43.13599877,-70.93437002,b4:5d:50:d9:a8:41
43.13574901,-70.93452291,84:d4:7e:72:63:61
43.13574901,-70.93452291,84:d4:7e:62:ca:83
43.13572416,-70.93453736,b4:5d:50:e2:f0:12
43.13572416,-70.93453736,b4:5d:50:e2:f0:10
43.135459005,-70.93474126999999,b4:5d:50:e2:f0:00
43.13572416,-70.93453736,b4:5d:50:e2:f0:11
43.13566749,-70.93461589,b4:5d:50:e2:f0:02
43.13519385,-70.93494518,b4:5d:50:e4:99:52
43.13519385,-70.93494518,b4:5d:50:e2:f5:62
43.13519385,-70.93494518,b4:5d:50:e2:f0:01
43.13519385,-70.93494518,b4:5d:50:e2:f4:32
43.13519385,-70.93494518,b4:5d:50:e2:f4:30
43.13519385,-70.93494518,b4:5d:50:e2:f4:22
43.13519385,-70.93494518,b4:5d:50:e2:f4:31
43.13519385,-70.93494518,b4:5d:50:e2:f4:21
43.13503197,-70.93496267,00:30:44:28:29:e4
43.13490665,-70.93483324,fa:8f:ca:7b:53:6d
43.13490665,-70.93483324,b4:5d:50:e5:1a:52
43.13490665,-70.93483324,b4:5d:50:e5:1a:50
43.13490665,-70.93483324,b4:5d:50:e4:f8:e0
43.13490665,-70.93483324,b4:5d:50:e5:1a:42
43.13490665,-70.93483324,b4:5d:50:e5:1a:51
43.13490665,-70.93483324,b4:5d:50:e5:1a:41
43.13471543,-70.93445417,b4:5d:50:e5:1c:b2
43.13471543,-70.93445417,b4:5d:50:e5:1c:b0
43.13471543,-70.93445417,b4:5d:50:e5:1c:a2
43.13471543,-70.93445417,b4:5d:50:e5:1c:a0
43.13471543,-70.93445417,b4:5d:50:e5:1c:b1
43.13471543,-70.93445417,b4:5d:50:e5:1c:a1
43.13436436666666,-70.93381582333335,b4:5d:50:e4:53:f0
43.134218203333326,-70.93356781666667,b4:5d:50:e4:53:e1
43.13421054666666,-70.93356198000001,b4:5d:50:e4:53:f2
43.13433369,-70.93380202,14:91:82:ef:ac:16
43.134254514999995,-70.93364295500001,b4:5d:50:e4:53:f1
43.13410347,-70.93338864500001,b4:5d:50:e4:57:52
43.133807645000005,-70.932952465,b4:5d:50:e2:fe:92
43.13410347,-70.93338864500001,b4:5d:50:e4:57:50
43.13417534,-70.93348389,84:d4:7e:71:ee:30
43.133807645000005,-70.932952465,b4:5d:50:e2:fe:90
43.13417534,-70.93348389,84:d4:7e:71:ee:32
43.134148975,-70.93344196000001,b4:5d:50:e4:53:e0
43.134148975,-70.93344196000001,b4:5d:50:e4:53:e2
43.13417534,-70.93348389,b4:5d:50:e2:fe:80
43.13417534,-70.93348389,84:d4:7e:71:ee:22
43.13417534,-70.93348389,b4:5d:50:e2:fe:82
43.13417534,-70.93348389,84:d4:7e:71:ee:20
43.13410347,-70.93338864500001,b4:5d:50:e4:57:51
43.133807645000005,-70.932952465,b4:5d:50:e2:fe:91
43.13417534,-70.93348389,84:d4:7e:71:ee:31
43.13410347,-70.93338864500001,b4:5d:50:e4:84:01
43.13410347,-70.93338864500001,b4:5d:50:e4:57:41
43.134090595,-70.93335156500001,b4:5d:50:e4:5b:41
43.13417534,-70.93348389,84:d4:7e:71:ee:21
43.13412261,-70.93340003,b4:5d:50:e4:84:12
43.13412261,-70.93340003,b4:5d:50:e4:84:10
43.13412261,-70.93340003,b4:5d:50:e4:dd:e0
43.13412261,-70.93340003,b4:5d:50:e4:dd:e2
43.134077105,-70.933346715,b4:5d:50:e4:57:40
43.134077105,-70.933346715,b4:5d:50:e4:57:42
43.13412261,-70.93340003,b4:5d:50:e4:84:11
43.13412261,-70.93340003,b4:5d:50:e4:dd:e1
43.13412261,-70.93340003,b4:5d:50:e4:5a:01
43.134077105,-70.933346715,b4:5d:50:e4:55:01
43.134018725000004,-70.93325632,b4:5d:50:e5:1c:d2
43.13400172000001,-70.93321898333333,b4:5d:50:e5:1c:d0
43.1340316,-70.9332934,b4:5d:50:e4:84:02
43.134018725000004,-70.93325632,b4:5d:50:e4:5b:42
43.134018725000004,-70.93325632,b4:5d:50:e4:5b:40
43.13400172000001,-70.93321898333333,b4:5d:50:e5:1c:c0
43.13400172000001,-70.93321898333333,b4:5d:50:e5:1c:c2
43.13400172000001,-70.93321898333333,b4:5d:50:e5:1c:d1
43.133999655,-70.933218855,b4:5d:50:e5:1c:c1
43.13400585,-70.93321924,b4:5d:50:e5:18:90
43.13400585,-70.93321924,b4:5d:50:e5:18:92
43.13400585,-70.93321924,84:d4:7e:72:17:f2
43.13400585,-70.93321924,b4:5d:50:e4:8f:12
43.13400585,-70.93321924,b4:5d:50:e5:1e:72
43.13400585,-70.93321924,b4:5d:50:e4:54:f0
43.13400585,-70.93321924,b4:5d:50:e4:8f:10
43.13400585,-70.93321924,b4:5d:50:e2:fc:d2
43.13400585,-70.93321924,b4:5d:50:e4:8f:02
43.13400585,-70.93321924,b4:5d:50:e4:8f:00
43.133955195,-70.93313867,b4:5d:50:e4:54:f2
43.13398678,-70.93318177500001,b4:5d:50:e4:5d:82
43.13400585,-70.93321924,b4:5d:50:e4:fc:40
43.13400585,-70.93321924,b4:5d:50:e4:fc:42
43.13400585,-70.93321924,b4:5d:50:e4:55:00
43.13400585,-70.93321924,84:d4:7e:75:12:20
43.13398678,-70.93318177500001,b4:5d:50:e4:5d:80
43.13400585,-70.93321924,b4:5d:50:e4:84:00
43.13400585,-70.93321924,b4:5d:50:e5:18:91
43.13400585,-70.93321924,b4:5d:50:e5:1e:71
43.13400585,-70.93321924,84:d4:7e:72:17:f1
43.13400585,-70.93321924,b4:5d:50:e4:54:f1
43.13400585,-70.93321924,b4:5d:50:e4:8f:11
43.13400585,-70.93321924,b4:5d:50:e4:8f:01
43.13400585,-70.93321924,b4:5d:50:e5:18:81
43.13400585,-70.93321924,84:d4:7e:72:17:e1
43.13398678,-70.93318177500001,b4:5d:50:e4:5d:81
43.13400585,-70.93321924,84:d4:7e:75:12:21
43.13400585,-70.93321924,b4:5d:50:e4:fb:c1
43.133955195,-70.93313867,84:d4:7e:71:f1:d1
43.13400585,-70.93321924,b4:5d:50:e4:fc:41
43.13400585,-70.93321924,84:d4:7e:71:fb:81
43.13400585,-70.93321924,b4:5d:50:e2:fc:c1
43.13400585,-70.93321924,84:d4:7e:71:f1:c1
43.13396771,-70.93314431,b4:5d:50:e4:5d:92
43.13396771,-70.93314431,b4:5d:50:e4:5d:90
43.13396771,-70.93314431,b4:5d:50:e2:f5:12
43.13396771,-70.93314431,b4:5d:50:e2:f5:10
43.13396771,-70.93314431,b4:5d:50:e5:18:82
43.13396771,-70.93314431,b4:5d:50:e2:f5:11
43.13396771,-70.93314431,b4:5d:50:e4:54:e1
43.13390454,-70.9330581,b4:5d:50:e5:1e:10
43.13390454,-70.9330581,b4:5d:50:e5:1e:70
43.13390454,-70.9330581,84:d4:7e:73:a0:72
43.13390454,-70.9330581,84:d4:7e:71:f1:d2
43.13390454,-70.9330581,b4:5d:50:e5:1e:12
43.13390454,-70.9330581,b4:5d:50:e2:fc:d0
43.13390454,-70.9330581,84:d4:7e:73:a0:70
43.13390454,-70.9330581,84:d4:7e:71:f1:d0
43.13390454,-70.9330581,b4:5d:50:e2:f5:02
43.13390454,-70.9330581,b4:5d:50:e2:f5:00
